Station Name,Station Latitude,Station Longitude
HWA055,23.3232,121.3323
HWA056,24.1795,121.5077
HWA057,24.1600,121.6100
HWA058,23.9672,121.4840
HWA059,23.8713,121.5005
HWA060,23.8703,121.5900
HWA2,23.9770,121.6050
ILA001,24.8827,121.8360
ILA002,24.8450,121.7973
ILA003,24.7982,121.7813
ILA004,24.7450,121.7828
ILA005,24.6978,121.8052
ILA006,24.6412,121.8250
ILA007,24.5943,121.8462
ILA008,24.7088,121.7628
ILA010,24.6190,121.7812
ILA012,24.7807,121.7335
ILA013,24.7320,121.7294
ILA014,24.6945,121.7202
ILA015,24.7807,121.6912
ILA016,24.7490,121.6840
ILA021,24.7135,121.6440
ILA024,24.6448,121.5880
ILA027,24.6893,121.7603
ILA030,24.7278,121.7550
ILA031,24.5995,121.8337
ILA032,24.6242,121.8272
ILA035,24.8241,121.7603
ILA036,24.7883,121.7513
ILA037,24.7455,121.7142
ILA039,24.7650,121.7212
ILA041,24.7233,121.7917
ILA042,24.6903,121.7920
ILA043,24.6290,121.7347
ILA044,24.6560,121.7550
ILA046,24.6660,121.7338
ILA048,24.7663,121.7612
ILA049,24.7655,121.7480
ILA050,24.4280,121.7407
ILA051,24.7212,121.6670
ILA052,24.6092,121.8488
ILA054,24.9732,121.9183
ILA055,24.7387,121.8083
ILA056,24.7622,121.8088
ILA059,24.6667,121.8205
ILA061,24.5233,121.8250
ILA062,24.4677,121.7933
ILA063,24.6157,121.5180
ILA064,24.4770,121.7787
ILA066,24.4473,121.7707
ILA067,24.4400,121.3728
KAU001,23.1618,120.6355
KAU003,22.6280,120.2573
KAU006,22.5910,120.3173
KAU007,22.6462,120.3585
KAU008,22.6295,120.3672
KAU010,22.7873,120.2790
KAU011,22.7613,120.2558
KAU012,22.8797,120.3707
KAU015,22.6560,120.3317
KAU018,22.8910,120.4738
KAU020,22.9020,120.5352
KAU022,22.6707,120.4910
KAU030,22.6108,120.5588
KAU032,22.5462,120.4528
KAU033,22.4643,120.4535
KAU034,22.5290,120.6195
KAU037,22.2617,120.6432
KAU038,22.1922,120.6853
KAU039,22.0982,120.7418
KAU040,22.1905,120.8703
KAU042,22.0225,120.8292
KAU043,21.9137,120.8403
KAU044,22.4397,120.5028
KAU046,22.0055,120.7380
KAU047,23.0817,120.5827
KAU048,22.7252,120.4908
KAU050,23.1625,120.7573
KAU051,22.3720,120.6203
KAU052,21.9433,120.8053
KAU054,23.2777,120.7128
KAU057,22.6342,120.2633
KAU058,22.6495,120.3203
KAU062,22.6237,120.2843
KAU063,22.9053,120.1732
KAU064,22.7852,120.2385
KAU066,22.7303,120.3412
KAU069,22.8873,120.6567
KAU073,22.5348,120.5362
KAU074,22.5740,120.5663
KAU075,22.4903,120.4990
KAU077,22.7470,120.7233
KAU078,22.7112,120.6412
KAU081,22.0095,120.7367
KAU082,21.9428,120.7238
KAU083,22.5673,120.4475
KAU085,22.8858,120.3222
KAU086,22.7950,120.2950
KAU087,22.6128,120.3113
KAU088,22.6461,120.3060
NCU,24.9700,121.1900
NSK,24.6755,121.3583
NST,24.6312,121.0005
NSY,24.4162,120.7607
PNG,23.5672,119.5552
SGL,22.7252,120.4908
SSD,22.7460,120.6320
STY,23.1625,120.7573
TAI1,23.0402,120.2283
TAP,25.0392,121.5070
TAP003,25.0863,121.4500
TAP005,25.1077,121.5070
TAP006,25.0947,121.5093
TAP007,25.0758,121.5083
TAP008,25.0758,121.5273
TAP010,25.0630,121.4813
TAP012,25.0563,121.5078
TAP013,25.0572,121.5253
TAP014,25.0578,121.5442
TAP017,25.0528,121.4480
TAP020,25.0388,121.5263
TAP021,25.0378,121.5432
TAP024,25.0203,121.4652
TAP026,25.0170,121.5027
TAP028,25.0045,121.5073
TAP032,25.0007,121.4748
TAP034,24.9550,121.5303
TAP035,24.9239,121.5350
TAP036,24.9043,121.5447
TAP041,25.1830,121.4167
TAP042,25.1255,121.4532
TAP043,24.9913,121.4100
TAP046,25.1037,121.7683
TAP047,24.9538,121.3375
TAP049,25.1480,121.4365
TAP051,25.1008,121.4403
TAP052,25.0817,121.3828
TAP053,24.9590,121.5143
TAP059,25.1565,121.6855
TAP060,25.1572,121.7237
TAP065,25.1488,121.7668
TAP066,25.1865,121.5202
TAP067,24.9802,121.5802
TAP069,25.0082,121.9882
TAP072,24.9913,121.6500
TAP075,25.0288,121.7280
TAP077,25.0643,121.8437
TAP078,25.0560,121.8720
TAP079,25.0237,121.9060
TAP081,25.0182,121.9808
TAP083,25.2595,121.4938
TAP084,25.2252,121.6295
TAP086,24.9527,121.5677
TAP087,25.1008,121.4177
TAP090,25.0573,121.5945
TAP094,25.1410,121.4758
TAP095,25.1353,121.4913
TAP097,25.0207,121.5299
TAP098,25.1030,121.5395
TAP100,25.0351,121.5190
TAP103,25.0710,121.7810
TAW,22.3575,120.8957
TCU,24.1475,120.6760
TCU003,25.0473,121.1357
TCU006,24.9118,121.1405
TCU007,25.0015,121.3097
TCU008,25.0092,121.2062
TCU009,24.9655,121.2200
TCU010,25.0003,121.1533
TCU011,24.8855,121.2783
TCU014,25.0463,121.3075
TCU015,24.7572,120.9345
TCU017,24.7808,121.0068
TCU018,24.8800,121.0535
TCU025,24.7065,121.1760
TCU026,24.7757,121.0750
TCU029,24.5588,120.7492
TCU031,24.5615,120.7010
TCU033,24.6855,120.8623
TCU034,24.6390,120.8568
TCU036,24.4488,120.6963
TCU038,24.4912,120.6630
TCU039,24.4917,120.7837
TCU040,24.4497,120.6455
TCU042,24.5542,120.8077
TCU045,24.5412,120.9137
TCU046,24.4683,120.8543
TCU047,24.6188,120.9387
TCU048,24.1800,120.5940
TCU049,24.1790,120.6902
TCU050,24.1815,120.6338
TCU051,24.1603,120.6518
TCU052,24.1980,120.7393
TCU053,24.1935,120.6688
TCU054,24.1612,120.6750
TCU055,24.1392,120.6643
TCU056,24.1588,120.6238
TCU057,24.1732,120.6107
TCU059,24.2687,120.5637
TCU060,24.2247,120.6440
TCU061,24.1355,120.5490
TCU063,24.1083,120.6158
TCU064,24.3457,120.6100
TCU065,24.0588,120.6912
TCU067,24.0912,120.7200
TCU068,24.2772,120.7658
TCU070,24.1960,120.5403
TCU071,23.9855,120.7883
TCU072,24.0407,120.8488
TCU074,23.9622,120.9618
TCU075,23.9827,120.6778
TCU076,23.9077,120.6757
TCU078,23.8120,120.8455
TCU079,23.8395,120.8942
TCU081,24.8022,120.9695
TCU082,24.1475,120.6760
TCU083,24.9700,121.1867
TCU084,23.8830,120.8998
TCU085,24.6755,121.3583
TCU087,24.3482,120.7733
TCU088,24.2533,121.1758
TCU089,23.9037,120.8565
TCU092,25.0117,121.2792
TCU094,24.7695,121.0488
TCU095,24.6917,121.0135
TCU096,24.7957,120.9558
TCU098,24.7433,120.8990
TCU100,24.1858,120.6153
TCU101,24.2420,120.7092
TCU102,24.2493,120.7208
TCU103,24.3098,120.7072
TCU104,24.2455,120.6018
TCU105,24.2390,120.5590
TCU106,24.0833,120.5518
TCU107,24.0727,120.5402
TCU109,24.0848,120.5713
TCU110,23.9622,120.5695
TCU111,24.1137,120.4872
TCU112,24.0557,120.4240
TCU113,23.8928,120.3865
TCU115,23.9595,120.4693
TCU116,23.8568,120.5803
TCU117,24.1335,120.4598
TCU118,24.0027,120.4235
TCU119,23.9242,120.3122
TCU120,23.9803,120.6130
TCU122,23.8128,120.6097
TCU123,24.0187,120.5437
TCU128,24.4162,120.7607
TCU129,23.8783,120.6843
TCU136,24.2603,120.6518
TCU138,23.9223,120.5955
TCU140,23.9578,120.3593
TCU141,23.8338,120.4640
TCU145,23.9800,120.3368
TCU147,24.8592,121.2475
TTN,22.7540,121.1465
TTN001,23.3178,121.4425
TTN002,22.9738,121.2968
TTN003,22.6178,120.9975
TTN004,22.9102,121.1287
TTN005,22.7568,121.1403
TTN006,22.7717,121.1378
TTN007,22.7647,121.1427
TTN008,22.7602,121.1517
TTN009,22.7488,121.1442
TTN010,22.7400,121.1135
TTN012,22.7662,121.1330
TTN013,22.7678,121.1277
TTN014,23.0992,121.3653
TTN015,22.7540,121.1465
TTN016,22.3575,120.8957
TTN018,22.8207,121.0717
TTN020,23.1268,121.2057
TTN022,23.0973,121.2105
TTN023,23.0530,121.1557
TTN024,22.9725,121.1083
TTN025,22.9045,121.0720
TTN026,22.8630,121.0830
TTN027,22.8078,121.0860
TTN028,22.7790,121.0543
TTN031,23.3563,121.4603
TTN032,23.2462,121.4055
TTN033,23.1930,121.3878
TTN036,22.7988,121.1855
TTN040,23.1512,121.1980
TTN041,23.1342,121.1177
TTN042,23.0007,121.2767
TTN044,23.0068,121.1655
TTN045,22.9757,121.1478
TTN046,22.9658,121.2320
TTN047,22.8402,121.1310
TTN048,22.7730,121.0827
TTN050,22.6740,121.0293
TTN051,23.1887,121.0168
WGK,23.6862,120.5622
WNT,23.8783,120.6843
WSF,23.6380,120.2217
WTC,23.8635,120.2812
Ambarli,40.9805,28.6920
Arcelik,40.8236,29.3607
Aslan R.,40.7569,29.3673
Bolu,40.7450,31.6100
Bursa Tofas,40.2605,29.0680
Cekmece,41.0238,28.7594
Duzce,40.8440,31.1490
Fatih,41.0537,28.9500
Galata Kop.,41.0200,28.9800
Hava Alani,40.9824,28.8200
Kocamustafapaba Tomb,41.0030,28.9280
Kutahya,39.4190,29.9970
Lamont 1058,40.7550,31.0150
Lamont 1059,40.7450,30.8720
Lamont 1060,40.7770,30.6130
Lamont 1061,40.7200,30.7920
Lamont 1062,40.7230,30.8200
Lamont 362,40.6700,30.6660
Lamont 375,40.7430,30.8760
Lamont 531,40.7030,30.8550
Mudurnu,40.4630,31.1820
Sakarya,40.7370,30.3840
Yarimca,40.7644,29.7620
"Bear Valley #1, Fire Station",36.5730,-121.1840
Melendy Ranch,36.5900,-121.1900
Stone Canyon Geophys Obs,36.6360,-121.2340
Juneau Fisheries Lab,58.3820,-134.6420
Sitka Observatory,57.0600,-135.3200
Maku,39.3000,44.5300
Icy Bay,59.9680,-141.6430
Yakutat,59.5430,-139.7260
Ocean Floor SEMS III,33.5700,-118.1300
Pomona - 4th & Locust FF,34.0560,-117.7480
Rancho Cucamonga - FF,34.1040,-117.5740
Abbar,36.9200,48.9500
Abhar,36.1500,49.2200
Gachesar,36.1100,51.3100
Qazvin,36.2600,50.0000
Rudsar,37.1300,50.3000
Tehran - Building & Housing,35.7300,51.3700
Tehran - Sarif University,35.7000,51.3000
Tonekabun,36.8100,50.8700
Altadena - Eaton Canyon,34.1770,-118.0960
Cogswell Dam - Right Abutment,34.4250,-117.9640
LA - City Terrace,34.0530,-118.1710
LA - Obregon Park,34.0370,-118.1780
Mt Wilson - CIT Seis Sta,34.2240,-118.0570
Pasadena - USGS/NSMP Office,34.1367,-118.1290
San Marino - SW Academy,34.1150,-118.1300
Tarzana - Cedar Hill A,34.1600,-118.5340
Vasquez Rocks Park,34.4920,-118.3270
Anaverde Valley - City R,34.5800,-118.1990
Arleta - Nordhoff Fire Sta,34.2360,-118.4390
Castaic - Old Ridge Route,34.5640,-118.6420
Downey - Co Maint Bldg,33.9240,-118.1670
Elizabeth Lake,34.6620,-118.3870
Inglewood - Union Oil,33.9050,-118.2790
LA - 116th St School,33.9290,-118.2600
LA - Baldwin Hills,34.0090,-118.3610
LA - Century City CC North,34.0630,-118.4180
LA - City Terrace,34.0530,-118.1710
LA - Hollywood Stor FF,34.0900,-118.3390
LA - Obregon Park,34.0370,-118.1780
LA - Temple & Hope,34.0590,-118.2460
LA - Univ. Hospital,34.0620,-118.1980
Lake Hughes #12A,34.5710,-118.5600
Newhall - Fire Sta,34.3870,-118.5330
Pacoima Kagel Canyon,34.2960,-118.3750
Palmdale - Hwy 14 & Palmdale,34.5810,-118.1350
Castaic - Old Ridge Route,34.5640,-118.6420
Elizabeth Lake,34.6620,-118.3870
Newhall - Fire Sta,34.3870,-118.5330
Pacoima Kagel Canyon,34.2960,-118.3750
Sandberg - Bald Mtn,34.7430,-118.7240
Santa Monica City Hall,34.0110,-118.4900
Tarzana - Cedar Hill A,34.1600,-118.5340
Anaverde Valley - City R,34.5800,-118.1990
Castaic - Old Ridge Route,34.5640,-118.6420
Elizabeth Lake,34.6620,-118.3870
LA - City Terrace,34.0530,-118.1710
LA - Temple & Hope,34.0590,-118.2460
LA - Univ. Hospital,34.0620,-118.1980
Moorpark - Fire Sta,34.2880,-118.8810
Anaverde Valley - City R,34.5800,-118.1990
Castaic - Old Ridge Route,34.5640,-118.6420
Elizabeth Lake,34.6620,-118.3870
Jensen Filter Plant,34.3120,-118.4960
Jensen Filter Plant Generator,34.3130,-118.4980
LA - City Terrace,34.0530,-118.1710
Moorpark - Fire Sta,34.2880,-118.8810
Pacoima Kagel Canyon,34.2960,-118.3750
Sylmar - County Hospital Grounds,34.3270,-118.4440
Anacapa Island,34.0160,-119.3620
Anaverde Valley - City R,34.5800,-118.1990
Arleta - Nordhoff Fire Sta,34.2360,-118.4390
Beverly Hills - 12520 Mulhol,34.1270,-118.4050
"Big Tujunga, Angeles Nat F",34.2860,-118.2250
Burbank - Howard Rd.,34.2040,-118.3020
Burbank - N Buena Vista,34.1680,-118.3310
Calabasas - N Las Virg,34.1500,-118.6960
Castaic - Old Ridge Route,34.5640,-118.6420
Elizabeth Lake,34.6620,-118.3870
Hollywood - Willoughby Ave,34.0880,-118.3650
Inglewood - Union Oil,33.9050,-118.2790
Jensen Filter Plant,34.3120,-118.4960
Jensen Filter Plant Generator,34.3130,-118.4980
LA - 116th St School,33.9290,-118.2600
LA - Baldwin Hills,34.0090,-118.3610
LA - Century City CC North,34.0630,-118.4180
LA - City Terrace,34.0530,-118.1710
LA - Griffith Park Observatory,34.1180,-118.2990
LA - Hollywood Stor FF,34.0900,-118.3390
LA - N Faring Rd,34.0890,-118.4350
LA - Temple & Hope,34.0590,-118.2460
LA - Univ. Hospital,34.0620,-118.1980
LA - W 70th St,33.9760,-118.2890
LA - Wonderland Ave,34.1140,-118.3800
La Crescenta - New York,34.2380,-118.2540
Lake Hughes #12A,34.5710,-118.5600
Littlerock - Brainard Can,34.4860,-117.9800
Malibu - Point Dume Sch,34.0130,-118.8000
"Mill Creek, Angeles Nat For",34.3900,-118.0800
Newhall - Fire Sta,34.3870,-118.5330
Northridge - 17645 Saticoy St,34.2090,-118.5170
Pacoima Kagel Canyon,34.2960,-118.3750
Palmdale - Hwy 14 & Palmdale,34.5810,-118.1350
Panorama City - Roscoe,34.2220,-118.4420
Pasadena - USGS/NSMP Office,34.1367,-118.1290
Rancho Cucamonga - Deer Can,34.1690,-117.5790
Rinaldi Receiving Sta,34.2810,-118.4780
San Marino - SW Academy,34.1150,-118.1300
Santa Monica City Hall,34.0110,-118.4900
Seal Beach - Office Bldg,33.7570,-118.0840
Simi Valley - Katherine Rd,34.2640,-118.6660
Sun Valley - Roscoe Blvd,34.2210,-118.4210
Sun Valley - Sunland,34.2350,-118.3660
Sunland - Mt Gleason Ave,34.2690,-118.3030
Sylmar - Converter Sta,34.3110,-118.4900
Sylmar - Converter Sta East,34.3120,-118.4810
Sylmar - Sayre St,34.3060,-118.4370
Tarzana - Cedar Hill A,34.1600,-118.5340
Station #1-Lathrop Wells,36.6400,-116.4000
Station #2-NTS Control Pt. 1,36.9300,-116.0600
Station #3-Beaty,36.9100,-116.7600
Station #4-Pahrump 2,36.2300,-116.0000
Station #5-Pahrump 1,36.2100,-115.9800
Station #6-Las Vegas Calico Basin,36.1500,-115.4100
Station #7-Las Vegas Ann Road,36.2600,-115.3100
Station #8-Death Valley Scotties Castle,37.0300,-117.3400
Jiashi,39.4960,76.7390
Xiker,39.8170,77.3690
Jiashi,39.4960,76.7390
Xiker,39.8170,77.3690
Jiashi,39.4960,76.7390
Xiker,39.8170,77.3690
Jiashi,39.4960,76.7390
Xiker,39.8170,77.3690
Hollister - City Hall Annex,36.8510,-121.4020
Hollister - SAGO Vault,36.7650,-121.4460
Hollister Diff. Array,36.8880,-121.4130
"12440 Imperial Hwy, North Grn",33.9150,-118.0660
Alhambra - LA Co PW HQ FF,34.0842,-118.1520
Altadena - Eaton Canyon,34.1770,-118.0960
Amboy,34.5600,-115.7430
Anza - Pinyon Flat,33.6070,-116.4530
Anza - Tripp Flats Training,33.6022,-116.7560
Arleta - Nordhoff Fire Sta,34.2360,-118.4390
Baker Fire Station,35.2710,-116.0660
Banning - Twin Pines Road,33.8690,-116.8240
Barstow,34.8870,-117.0470
Beverly Hills Pac Bell Bsmt,34.0760,-118.3950
Big Bear Lake - Fire Station,34.2410,-116.8720
Bombay Beach Fire Station,33.3527,-115.7330
Burbank Airport,34.1949,-118.3540
Cabazon,33.9180,-116.7820
Calabasas Pac Bell,34.1550,-118.6410
Castaic - Old Ridge Route,34.5640,-118.6420
Desert Hot Springs,33.9620,-116.5090
Devore - Devore Water Company,34.2350,-117.4070
Downey - Co Maint Bldg,33.9240,-118.1670
El Centro Array #10,32.7810,-115.5360
Featherly Park - Maint,33.8690,-117.7090
Fillmore Pac Bell,34.3970,-118.9180
Forest Falls Post Office,34.0880,-116.9190
Fort Irwin,35.2680,-116.6840
Frink,33.3980,-115.6570
Fun Valley,33.9250,-116.3890
Heart Bar State Park,34.1610,-116.7990
Hector,34.8294,-116.3350
Hemet Fire Station,33.7290,-116.9790
Hesperia - 4th & Palm,34.4050,-117.3130
Huntington Beach - Lake St,33.6620,-117.9970
Indio - Coachella Canal,33.7170,-116.1550
Indio - Riverside Co Fair Grnds,33.7150,-116.2210
Jensen Filter Plant Generator,34.3130,-118.4980
Joshua Tree,34.1300,-116.3140
Joshua Tree N.M. - Keys View,33.9250,-116.1720
LA - 116th St School,33.9290,-118.2600
LA - City Terrace,34.0530,-118.1710
LA - MLK Hospital Grounds,33.9200,-118.2400
LA - Obregon Park,34.0370,-118.1780
LA - Pico & Sentous,34.0430,-118.2710
LA - Temple & Hope,34.0590,-118.2460
LAX Fire Station,33.9430,-118.4110
LB - City Hall,33.7680,-118.1960
La Canada - Wald Residence,34.2096,-118.1860
Lake Hughes #1,34.6740,-118.4300
Leona Valley - Fire Station #1,34.6172,-118.2850
Little Rock Post Office,34.5214,-117.9910
Los Angeles - Acosta Residence,34.0730,-118.1170
Lytle Creek Fire Station,34.2330,-117.4820
Mecca - CVWD Yard,33.5640,-115.9870
Mentone Fire Station #9,34.0670,-117.1170
Mill Creek Ranger Station,34.0790,-117.0450
Morongo Valley,34.0490,-116.5780
Newhall - Fire Sta,34.3870,-118.5330
Newport Bch - Irvine Ave. F.S,33.6340,-117.9020
North Palm Springs Fire Sta #36,33.9250,-116.5480
North Shore - Durmid,33.4210,-115.8310
Pacoima Kagel Canyon,34.2960,-118.3750
Palmdale Fire Station,34.5800,-118.1100
Pasadena - Fair Oaks & Walnut,34.1490,-118.1500
Pomona - 4th & Locust FF,34.0560,-117.7480
Riverside Airport,33.9510,-117.4460
Salton City,33.2800,-115.9840
San Bernardino - Del Rosa Wk Sta,34.1663,-117.2510
San Bernardino - E & Hospitality,34.0650,-117.2920
San Bernardino - Fire Sta. #10,34.0910,-117.2890
San Bernardino - Fire Sta. #4,34.1400,-117.2940
San Bernardino - Fire Sta. #9,34.1030,-117.3490
San Bernardino - Mont. Mem Pk,34.0470,-117.2770
San Bernardino - N Verdemont Sch,34.2050,-117.3650
San Jacinto - Soboba,33.7970,-116.8800
Seven Oaks Dam Project Office,34.1105,-117.0990
Snow Creek,33.8880,-116.6840
Sylmar - County Hospital Grounds,34.3270,-118.4440
Temecula - 6th & Mercedes,33.4960,-117.1490
Twentynine Palms,34.0210,-116.0090
Valyermo Forest Fire Station,34.4435,-117.8530
Whitewater Trout Farm,33.9900,-116.6560
Whittier - Scott & Whittier,33.9460,-118.0000
Whittier Narrows Dam downstream,34.0200,-118.0530
Wrightwood - Nielson Ranch,34.3140,-117.5450
Wrightwood Post Office,34.3600,-117.6290
APEEL 2 - Redwood City,37.5280,-122.2560
Alameda - Oakland Airport FS #4,37.7380,-122.2530
Alameda Fire Station #1,37.7630,-122.2440
Benicia Fire Station #1,38.0540,-122.1570
Danville Fire Station,37.8100,-121.9920
Dublin - Fire Station,37.7090,-121.9320
El Cerrito - Mira Vista Country,37.9340,-122.3000
Foster City - Bowditch School,37.5600,-122.2490
Golden Gate Bridge,37.8080,-122.4760
Larkspur Ferry Terminal (FF),37.9460,-122.5080
Napa Fire Station #3,38.3300,-122.3180
Novato Fire Station #1,38.0970,-122.5650
Novato Fire Station #4,38.0670,-122.5370
Petaluma Fire Station,38.2670,-122.6580
Petaluma Fire Station #1,38.2330,-122.6360
Pleasant Hill Fire Station #2,37.9270,-122.0780
Pleasanton Fire Station #1,37.6600,-121.8730
Richmond - Point Molate,37.9500,-122.4170
Richmond Rod & Gun Club,37.9780,-122.3660
San Francisco - 9th Circuit Crt,37.7790,-122.4110
San Francisco - Fire Station #2,37.7620,-122.5050
San Francisco - Marina School,37.8040,-122.4430
Santa Rosa Fire Station #1,38.4410,-122.7010
Sonoma Fire Station #1,38.2900,-122.4570
Vallejo Fire Station #1,38.1080,-122.2480
Colton - Hospital Complex FF,34.0740,-117.3500
Colton - Kaiser Medical Clinic,34.0580,-117.3050
Devore - Devore Water Company,34.2350,-117.4070
Forest Falls Post Office,34.0880,-116.9190
Helendale - Helendale & Vista,34.7440,-117.3340
Hemet Fire Station,33.7290,-116.9790
Hesperia - 4th & Palm,34.4050,-117.3130
Highland Fire Station,34.1360,-117.2130
Homeland - Hwy 74 & Sultanas,33.7480,-117.1270
Indio - Jackson Road,33.7470,-116.2150
Indio - Monroe & Carreon,33.7060,-116.2350
Landers - Hwy 247 & Jesse,34.2820,-116.4530
Loma Linda Univ Medical Center,34.0500,-117.2640
Lytle Creek Fire Station,34.2330,-117.4820
Mentone Fire Station #9,34.0670,-117.1170
Mill Creek Ranger Station,34.0790,-117.0450
Moreno Valley - Alessandro&More,33.9210,-117.1730
Moreno Valley - Indian & Kennedy,33.9020,-117.2340
Morongo Valley,34.0490,-116.5780
North Palm Springs Fire Sta #36,33.9250,-116.5480
Pinon Hills - Hwy 138 & Mtn Road,34.4390,-117.6470
Reche Canyon - Olive Dell Ranch,34.0040,-117.2230
Riverside - I215 & 3rd,33.9790,-117.3440
San Bernardino - Del Rosa Wk Sta,34.1663,-117.2510
San Bernardino - E & Hospitality,34.0650,-117.2920
San Bernardino - Fire Sta. #10,34.0910,-117.2890
San Bernardino - Fire Sta. #11,34.0690,-117.2750
San Bernardino - Fire Sta. #4,34.1400,-117.2940
San Bernardino - Fire Sta. #7,34.1650,-117.2880
San Bernardino - Fire Sta. #9,34.1030,-117.3490
San Bernardino - Lincoln School,34.1230,-117.2870
San Bernardino - Medical Center,34.1350,-117.3220
San Bernardino - Mont. Mem Pk,34.0470,-117.2770
San Bernardino - Mtn Vw & Clstr,34.0970,-117.2860
San Bernardino - Serrano School,34.1450,-117.2190
Seven Oaks Dam Downstream Surf.,34.1105,-117.0990
Seven Oaks Dam Right Abt.,34.1105,-117.0990
Sun City - I215 & McCall Blvd,33.7160,-117.1900
Valyermo Forest Fire Station,34.4435,-117.8530
Whitewater Trout Farm,33.9900,-116.6560
Wrightwood Post Office,34.3600,-117.6290
Yermo Fire Station,34.9040,-116.8230
Yucaipa Valley - Calimesa & Cnty,34.0040,-117.0580
Carson City - Nevada Com College,39.1850,-119.7900
Martis Creek Dam (Dwn Stream),39.3281,-120.1170
Martis Creek Dam (Left Abtmnt),39.3276,-120.1203
Martis Creek Dam (Right Abtmnt),39.3282,-120.1136
Reno - Sierra Pacific Power Co,39.4660,-119.7730
Silver Springs Fire Station,39.4130,-119.2250
Alpine Fire Station,32.8380,-116.7750
Anza - Pinyon Flat,33.6070,-116.4530
Anza - Tripp Flats Training,33.6022,-116.7560
Anza Fire Station,33.5558,-116.6740
Beaumont - 6th & Maple,33.9300,-116.9720
Big Bear Lake - Fire Station,34.2410,-116.8720
Borrego Springs - Scripps Clinic,33.1940,-116.3290
Cabazon,33.9180,-116.7820
Calexico Fire Station,32.6695,-115.4930
Canyon Lake Vacation Dr&San Joaq,33.6990,-117.2670
Coachella - 6th & Palm,33.6780,-116.1780
Corona - 6th & Smith,33.8760,-117.5930
Corona - Hwy 91 & McKinley,33.8840,-117.5140
El Centro - Meadows Union School,32.8000,-115.4730
El Centro Array #10,32.7810,-115.5360
El Centro Array #11,32.7520,-115.5940
El Centro Array #7,32.8290,-115.5040
Fun Valley,33.9250,-116.3890
Hemet - Acacia & Stanford,33.7440,-116.9310
Hemet - Cawston & Devonshire,33.7510,-117.0150
Hemet Fire Station,33.7290,-116.9790
Highland Fire Station,34.1360,-117.2130
Hinds Plumbing Plant,33.7080,-115.6280
Homeland - Hwy 74 & Sultanas,33.7480,-117.1270
Hurkey Creek Park,33.6758,-116.6800
Idyllwild - Hwy 243 & Pine Crest,33.7470,-116.7150
Idyllwild - Keenwild Fire Sta.,33.7077,-116.7170
Idyllwild - Kenworthy Fire Sta.,33.6159,-116.6210
Indian Wells - Hwy111 & El Dorad,33.7230,-116.3380
Indio - Jackson Road,33.7470,-116.2150
Joshua Tree,34.1300,-116.3140
La Quinta - Bermudas & Durango,33.6710,-116.3000
Lake Elsinore - Graham & Poe,33.6690,-117.3320
Mecca Fire Station,33.5720,-116.0760
Menifee Valley - Murrieta&Scott,33.6490,-117.2050
Mill Creek Ranger Station,34.0790,-117.0450
Mira Loma - Mission&San Sevaine,34.0140,-117.5110
Moreno Valley - Alessandro&More,33.9210,-117.1730
Moreno Valley - Indian & Kennedy,33.9020,-117.2340
Moreno Valley - Sunny Mead & Vil,33.9690,-117.2520
Morongo Valley,34.0490,-116.5780
Mountain Center - Pine Mtn Rnch,33.5780,-116.5900
Niland Fire Station,33.2390,-115.5120
North Palm Springs Fire Sta #36,33.9250,-116.5480
Nuevo - 11th & McKinley,33.8180,-117.3120
Ocotillo Wells - Veh. Rec. Area,33.1560,-116.1680
Palm Desert - Country Club & Por,33.7580,-116.3740
Perris - San Jacinto & C Street,33.7870,-117.2300
Poway - City Hall Grounds,32.9540,-117.0400
Radec - Sage & Cottonwood School,33.4820,-116.9110
Rancho Mirage - G Ford & B Hope,33.7870,-116.4100
Reche Canyon - Olive Dell Ranch,34.0040,-117.2230
Riverside - Hole & La Sierra,33.9190,-117.4880
Riverside - Hwy 91 & Van Buren,33.9170,-117.4430
Riverside - Limonite & Downey,33.9750,-117.4860
Riverside - Van Buren&Trautwein,33.8950,-117.3200
Riverside Airport,33.9510,-117.4460
Sage - Fire Station,33.5800,-116.9310
San Bernardino - Del Rosa Wk Sta,34.1663,-117.2510
San Bernardino - Fire Sta. #10,34.0910,-117.2890
San Bernardino - Fire Sta. #11,34.0690,-117.2750
San Bernardino - Fire Sta. #4,34.1400,-117.2940
San Bernardino - Fire Sta. #7,34.1650,-117.2880
San Bernardino - Lincoln School,34.1230,-117.2870
San Bernardino - Mont. Mem Pk,34.0470,-117.2770
San Bernardino - Serrano School,34.1450,-117.2190
San Jacinto - MWD West Portal,33.8220,-116.9680
San Jacinto CDF Fire Station 25,33.7870,-116.9590
Seven Oaks Dam Downstream Surf.,34.1105,-117.0990
Sun City - I215 & McCall Blvd,33.7160,-117.1900
Temecula - 6th & Mercedes,33.4960,-117.1490
Twentynine Palms - Two Miles&Alp,34.1490,-116.0840
Whitewater Trout Farm,33.9900,-116.6560
Bonds Corner,32.6932,-115.3380
Calexico Fire Station,32.6695,-115.4930
Calipatria Fire Station,33.1266,-115.5160
El Centro - Meadows Union School,32.8000,-115.4730
El Centro Array #10,32.7810,-115.5360
El Centro Array #11,32.7520,-115.5940
El Centro Array #7,32.8290,-115.5040
El Centro Array #9,32.7940,-115.5490
Holtville Post Office,32.8120,-115.3770
Imperial Valley - Midway Well,32.7080,-115.0920
Plaster City,32.7900,-115.8600
